,fuelPrice,latitude,longitude
265,1.59,33.446781,-112.030643
266,1.8,33.4590164,-112.0124767
267,1.49,33.655566,-112.03147
268,1.71,35.1900948,-114.5285658
269,1.61,33.5388821,-112.1347849
270,1.61,33.654385,-112.065053
271,1.84,33.553075,-112.1172034
272,1.74,33.8656428,-112.1350707
273,1.75,33.6542286,-112.1339846
274,1.85,33.4426182,-112.0926092
275,1.51,33.6395989,-112.1002411
276,1.75,32.7165347,-111.5044259
277,1.63,34.3917594,-111.4566318
278,1.57,34.1319665,-109.9476437
279,1.72,34.6093898,-111.8607597
280,1.43,34.545722,-112.4585249
281,1.81,34.531597,-112.470837
282,1.5,34.546133,-112.475596
283,1.84,34.6351547,-112.3168013
284,1.56,34.599797,-112.32099
285,1.68,34.6093423,-112.3214082
286,1.78,34.5855279,-112.328023
287,1.52,33.6720736,-114.1997538
288,1.7,33.661313,-114.2407972
289,1.81,34.6408095,-111.8165679
290,1.84,32.8792394,-111.7360643
291,1.68,34.6381225,-111.8140432
292,1.95,31.4626002,-110.9966872
293,1.75,36.5089892,-109.4725588
295,1.68,34.506479,-109.3840779
296,1.93,34.506408,-109.3641053
297,1.7,32.4907267,-114.7811241
298,1.68,35.2389554,-109.3038566
299,1.66,35.2091429,-109.328794
300,1.76,33.5890172,-111.8356301
302,1.71,33.6398431,-111.9593905
303,1.78,33.6978793,-111.8931319
304,2.12,33.6400518,-111.9605718
305,1.91,33.5823484,-111.9255978
306,1.74,33.688078,-111.9211808
307,1.74,33.5243012,-111.9005724
308,1.51,33.4806665,-111.930919
309,1.75,33.4951743,-111.9082517
310,1.79,33.5750977,-111.9043572
311,2.09,33.5733991,-111.8637582
312,1.45,32.7643561,-111.6710864
313,1.78,33.5384006,-111.8913926
314,1.76,33.5722416,-111.8875537
315,1.74,33.5784833,-111.9261559
316,1.92,33.583271,-111.8894571
317,1.68,33.5090304,-111.8910508
318,1.88,33.5831399,-111.9741149
319,1.91,33.5830848,-111.886687
320,1.65,33.607157,-111.926428
321,1.9,33.6292557,-111.8870119
322,1.69,33.6265645,-111.9433213
323,1.89,32.922888,-111.7561724
324,1.99,33.5550862,-111.8934844
325,1.61,33.5722416,-111.8875537
326,1.7,34.7803497,-111.763512
327,1.87,34.8636001,-111.7963721
328,1.86,34.862575,-111.811446
329,1.92,34.8632622,-111.8052104
330,1.81,34.7823151,-111.7635768
331,1.6,35.4178047,-113.042801
332,1.69,35.3268032,-112.8763441
333,1.66,35.3255608,-112.8774057
334,1.67,32.3808214,-112.8723968
335,1.58,32.7643561,-111.6710864
336,1.78,35.3255608,-112.8774057
337,1.81,35.3264727,-112.8742123
338,1.78,31.8149111,-111.8221535
339,1.95,34.2332381,-110.0270735
340,1.24,31.5541104,-110.2409914
341,1.63,31.5350566,-110.2581514
342,1.86,31.554323,-110.2797262
343,1.84,34.515135,-110.107944
344,1.91,34.5081236,-110.0789935
345,1.78,34.5132277,-110.0939074
346,1.77,32.8052496,-111.6710836
347,1.86,34.5040017,-110.0786698
348,1.47,33.6385311,-112.2736989
349,2.1,33.6215625,-112.2695453
350,1.64,33.602361,-112.290328
351,1.83,33.6386094,-112.278332
352,1.51,33.6096723,-112.2682934
353,1.75,33.5997303,-112.2810604
354,1.71,33.658738,-112.361684
355,1.97,33.656854,-112.3503299
356,1.39,33.6337816,-112.3416821
357,1.75,33.8267571,-111.923546
358,1.97,33.6539583,-112.3712261
359,1.82,34.4576899,-110.0911566
360,1.53,33.3776931,-111.9625639
361,1.93,33.3934532,-111.9085691
362,2.03,33.349556,-111.911687
363,1.73,33.4279731,-111.8957311
364,1.78,33.3993659,-111.9521354
365,2.03,33.3935036,-111.9779287
366,1.5,33.378719,-111.9096546
367,1.35,33.3342214,-111.9106614
368,1.67,35.212004,-109.5211063
369,1.77,33.3488018,-111.9117956
370,1.62,33.3781084,-111.8940864
371,1.53,33.4078463,-111.8925247
372,1.72,33.4215996,-111.9615974
373,1.97,32.8488363,-109.7677121
374,1.59,32.8614188,-109.7867102
375,2.22,32.848812,-109.7493968
376,1.75,31.7131133,-110.0650624
377,1.63,33.4940245,-112.9377164
378,1.76,33.4950917,-112.937344
379,1.6,33.3058179,-111.9676529
380,1.84,33.7853105,-111.2635688
381,1.74,31.5874781,-111.0528626
382,1.74,32.2506488,-110.9605336
383,1.67,32.207319,-110.952712
384,1.72,32.2073082,-110.9272838
385,1.39,32.2425792,-110.8434422
386,1.72,32.231918,-110.965387
387,2.01,32.2275459,-110.947733
388,1.51,32.2366634,-110.8735799
389,1.87,32.1772845,-110.9917897
390,1.93,33.2993002,-111.8408955
391,1.81,32.2723418,-110.9945563
392,1.76,32.2500013,-110.9097168
393,1.74,32.2434542,-110.909707
394,1.82,32.2073863,-110.9090553
395,1.99,32.278305,-110.960784
396,1.93,32.2068149,-110.8156781
397,1.65,32.2651419,-110.9670141
398,1.72,32.1781425,-110.9686831
399,1.77,32.2088766,-110.9008869
400,1.7,32.2220542,-110.8756791
401,1.41,33.3028156,-111.9513261
402,1.57,32.295145,-110.9616971
403,1.61,32.256413,-110.960515
404,1.83,32.228617,-110.909149
405,1.93,32.2626705,-110.9435282
406,1.64,32.354833,-110.9749363
407,1.74,32.2862487,-110.9605388
408,1.52,32.3380125,-111.0562169
409,1.83,32.1343699,-110.9682426
410,1.83,32.2065432,-110.910063
411,1.73,32.358775,-111.0850645
412,1.69,33.3058074,-111.911945
413,1.74,32.2926406,-110.9781511
414,1.79,32.2500981,-110.8921607
415,1.45,32.1923504,-110.8751128
416,1.53,32.1876209,-110.8710025
417,1.84,32.3224847,-111.0129249
418,1.62,32.1398591,-110.8397808
419,2.02,32.234816,-110.8573195
420,1.54,32.2486461,-110.8499249
421,1.77,32.187198,-111.094302
422,1.69,32.2291648,-110.9980174
423,1.7,33.3065555,-111.8585501
424,1.75,32.19238,-110.8085455
425,1.82,32.2506454,-110.9356763
426,2.02,32.260954,-110.9866283
427,1.81,32.2073314,-110.8619383
428,1.6,32.1160681,-110.8587961
429,1.75,32.2286689,-110.981285
430,1.76,32.1782343,-110.9912147
431,1.7,32.2205376,-110.8062919
432,1.58,32.2214344,-110.8415214
433,1.83,32.2725372,-110.9408411
434,1.46,33.3058326,-111.806443
435,1.74,32.309527,-110.8463298
436,1.9,32.3380125,-111.0562169
437,1.76,32.2214093,-110.8403837
438,1.93,32.0815151,-110.9592386
439,1.74,32.1342971,-110.9994258
440,1.92,32.2943034,-110.960498
441,1.9,32.2448246,-110.8564602
442,1.78,32.3233688,-110.9756639
443,1.71,32.1637088,-110.9167665
444,1.72,32.235191,-110.8242239
445,1.68,32.3727805,-112.8627294
446,1.73,33.3046005,-111.967656
447,1.91,32.2069305,-110.8242595
448,1.6,32.2210569,-110.938948
449,1.9,32.2509482,-111.0000037
450,1.99,32.2000934,-110.8918012
451,1.81,32.2069164,-110.8415048
452,1.64,32.2967987,-110.9776973
453,2.06,32.504472,-110.926683
454,1.88,32.291916,-110.9712938
455,1.53,32.134438,-111.0261708
456,1.62,32.2574559,-110.8007136
457,1.7,33.2986371,-111.843031
458,1.68,32.2503367,-110.935401
459,1.52,32.337469,-110.976896
460,2.05,32.2721162,-110.9931724
461,1.74,32.2147915,-110.9715269
462,2.04,32.2147915,-110.9715269
463,1.72,32.1778888,-110.9880821
464,1.8,32.1788571,-110.8036126
465,1.64,32.2217558,-110.8752976
466,1.69,32.0868856,-110.909674
467,1.97,32.228106,-110.9568546
468,1.72,33.3058474,-111.8761562
469,1.73,32.2661189,-110.821617
470,1.88,32.2502545,-110.8757058
471,1.52,32.203163,-110.90999
472,1.5,32.235747,-110.933483
473,1.81,32.220334,-110.772141
474,1.41,32.25077,-110.99443
475,1.55,33.8307472,-113.5055494
476,1.8,33.965608,-112.736208
477,1.81,33.9654469,-112.7408824
478,2.06,34.699416,-113.61028
479,1.65,33.3355959,-111.8411933
480,1.82,32.2619355,-109.8272563
481,1.71,32.2640134,-109.8408578
482,1.65,35.2580792,-112.1927798
483,1.73,35.5468027,-112.161385
484,1.92,35.2565206,-112.1918373
485,1.64,35.2570446,-112.1679079
486,1.64,35.2513489,-112.1865618
487,1.94,35.2512013,-112.1868993
488,1.93,35.253214,-112.181064
489,1.51,35.2476508,-112.1935808
490,1.83,33.3060431,-111.9636229
491,1.47,35.2481102,-112.192461
492,1.71,35.2538364,-112.1794262
493,1.52,35.2509202,-112.1889093
494,1.8,35.0369798,-110.7237449
495,1.92,35.0241873,-110.6973571
496,1.65,35.033615,-110.7272687
497,1.97,32.6681234,-114.4465796
498,1.69,32.6745536,-114.6251084
499,1.81,32.678515,-114.5053379
500,1.87,32.6845012,-114.6503855
501,1.76,33.26089,-111.889449
502,1.75,32.669747,-114.577085
503,1.7,32.6978399,-114.6181017
504,1.53,32.6986088,-114.5941595
505,1.8,32.7115015,-114.6243589
506,1.71,32.675651,-114.599239
507,1.68,32.6592493,-114.4098175
508,1.74,32.7132567,-114.6248639
509,1.46,32.6677754,-114.443619
510,1.7,32.7003138,-114.6246183
511,1.58,32.6984631,-114.6039132
512,1.7,33.3204712,-111.9277386
513,1.82,32.697964,-114.6175049
514,1.93,33.349981,-111.875992
515,2.01,33.3346715,-111.8586955
516,1.46,33.3356191,-111.8770766
517,1.48,33.8484496,-109.1464848
518,1.63,33.3192717,-111.9103061
519,1.88,34.729889,-112.454746
520,1.75,34.770984,-112.0599437
521,1.6,33.0508966,-109.2961826
522,1.68,32.969637,-111.5237
523,1.93,34.7177345,-112.0019396
524,1.5,34.7439072,-112.0166349
525,1.82,34.7339029,-112.030894
526,1.75,34.7455482,-112.0258615
527,1.46,34.6916776,-111.9815956
528,1.98,33.4223304,-111.5638472
529,1.87,32.7972176,-113.5410267
530,1.54,31.337911,-109.559067
531,1.67,31.337487,-109.55914
532,1.38,31.34471,-109.552618
533,1.66,31.349016,-109.55481
534,1.35,32.7238287,-109.1093948
535,1.56,34.1107121,-109.291598
536,1.72,31.685497,-109.686938
537,1.71,32.755318,-111.671614
538,1.88,32.773701,-111.6173403
539,1.74,33.4364686,-111.5211218
540,1.88,35.2418634,-111.5688144
541,1.89,35.1918991,-111.6237702
542,1.69,35.1925125,-111.6619153
543,1.51,35.2323652,-111.5767524
544,1.76,35.2421392,-111.5675068
545,1.76,35.2153889,-111.5800872
546,1.69,35.191453,-111.6609209
547,1.68,35.2313817,-111.5774471
548,1.52,35.193323,-111.649523
549,1.78,35.1925673,-111.6232587
550,1.65,33.385221,-111.510856
551,1.97,35.1923627,-111.619195
552,1.54,35.1598585,-111.6607591
553,2.06,35.1846778,-111.6619023
554,1.91,35.1791616,-111.66082
555,1.46,35.1800451,-111.660806
556,1.96,35.3129739,-111.541999
557,1.87,35.2184006,-111.62169
558,1.91,35.1928215,-111.6606058
559,1.77,35.1931849,-111.6420143
560,1.71,33.61089,-111.728555
561,2.65,38.219982,-121.270657
562,2.78,34.4935069,-118.1989921
563,2.22,34.1440024,-118.7612771
564,2.13,34.4715078,-117.2446799
565,2.5,34.1068087,-117.8630998
566,2.34,34.1216939,-117.8722938
567,2.33,38.6320336,-121.2190259
568,2.79,34.4350405,-119.8720762
569,2.23,34.4298489,-119.8692473
570,2.75,34.433424,-119.9004805
571,2.31,34.43599,-119.8220685
572,2.28,32.6838965,-115.4897137
573,2.59,34.272398,-118.5025725
574,2.44,34.2716689,-118.5019272
575,2.49,34.547184,-117.129105
576,2.43,34.2570802,-118.4845132
577,2.82,34.2722552,-118.501892
578,2.48,34.278779,-118.470764
579,2.25,38.7430938,-121.1702489
580,2.65,38.7430416,-121.1711125
581,3.03,39.2239374,-121.0542012
582,2.1,39.0418847,-121.0956228
583,3.15,39.227872,-121.0522896
584,2.0,39.215034,-121.062162
585,2.76,39.2381301,-121.0359495
586,2.52,36.974277,-121.918024
587,2.52,39.234279,-121.0335
588,2.95,39.236923,-121.0376138
589,2.35,36.3376386,-121.2558055
590,2.39,40.1394265,-120.9496484
591,2.5,40.1394748,-120.9503421
592,2.43,39.363985,-121.695801
593,2.7,39.0458649,-121.9359339
594,2.32,35.121272,-120.623071
595,2.75,34.972376,-120.571396
596,2.16,38.7807152,-123.5472076
597,2.7,34.1397292,-118.0353449
598,2.65,38.7671303,-123.5291192
599,3.14,37.2577171,-120.9988154
600,2.53,37.255992,-120.998562
601,2.61,37.1044898,-121.0151683
602,2.8,37.2464297,-121.0845861
603,2.72,33.9913204,-117.9323163
604,2.38,34.0051498,-117.9653243
605,2.28,34.0106863,-117.9633441
606,2.49,37.468418,-122.4327379
607,2.89,37.4676174,-122.4296766
608,2.33,34.13226,-118.054792
609,2.97,37.46821,-122.429942
610,2.33,39.7422673,-122.0083619
611,2.21,39.7454528,-122.0149868
612,2.79,36.328396,-119.6733308
613,2.91,36.3279888,-119.6556243
614,2.55,36.3424503,-119.6555061
615,2.63,36.3429319,-119.6463385
616,2.55,36.3430496,-119.6373116
617,2.74,36.3274962,-119.6634559
618,2.38,36.3192286,-119.7069143
619,2.51,40.8668659,-124.0847242
620,2.55,36.3568045,-119.6365175
621,2.63,36.330191,-119.647989
622,2.47,36.3248463,-119.654729
623,2.55,36.3209566,-119.6546542
624,2.53,36.3275296,-119.6378233
625,2.77,36.3424086,-119.6547886
626,2.14,41.7984749,-123.3746449
627,2.07,33.7912218,-118.2911421
628,2.51,33.7892495,-118.2985798
629,2.45,33.8098987,-118.2906892
630,2.17,40.9046713,-124.0835361
631,2.49,33.8098987,-118.2906892
632,2.29,33.7890857,-118.3072087
633,2.58,33.8124673,-118.2979059
634,2.6,33.7827378,-118.2981197
635,2.44,33.8317125,-118.0815854
636,2.35,33.8310832,-118.0814344
637,2.1,33.8257369,-118.0714625
638,2.78,33.9161675,-118.3616353
639,2.93,33.9021502,-118.3441618
640,2.13,33.9022406,-118.3673576
641,2.87,34.2438298,-118.4229202
642,2.38,33.9021387,-118.3332972
643,2.38,33.9307077,-118.3521768
644,2.16,33.9015948,-118.344139
645,2.33,33.9166003,-118.3441857
646,2.6,37.62943,-122.1207718
647,2.36,37.6499116,-122.077321
648,2.42,37.6668716,-122.106548
649,2.39,37.6841364,-122.0901903
650,2.35,37.6350274,-122.0531133
651,2.53,37.6365689,-122.0552854
652,2.4,34.23566,-118.441141
653,2.37,37.6615116,-122.0844008
654,3.18,37.6317005,-122.0762605
655,2.56,37.6733494,-122.0799419
656,2.25,37.6329509,-122.0974463
657,2.08,37.6774075,-122.0768118
658,3.11,37.6586116,-122.0869448
659,2.31,37.6366929,-122.0541968
660,2.46,37.6671196,-122.0787728
661,2.91,37.6281911,-122.0446471
662,2.63,37.6702394,-122.0924616
663,2.49,36.3187662,-119.7094384
664,1.83,37.6183736,-122.0641556
665,2.42,37.6883632,-122.1049257
666,2.39,37.6250358,-122.0926939
667,2.41,37.667977,-122.106711
668,2.95,37.650232,-122.1080833
669,2.25,37.631631,-122.075592
670,2.59,37.670562,-122.0801637
671,2.98,37.6494298,-122.0908314
672,2.63,37.6068049,-122.0645445
673,2.32,37.6609836,-122.0887261
674,1.95,37.766512,-122.241348
675,2.69,38.2554755,-120.3512249
676,2.66,37.6535656,-122.1100131
677,2.48,37.6795336,-122.0853483
678,2.57,38.6090701,-122.8704772
679,2.35,38.6258405,-122.8761151
680,2.53,38.629252,-122.8723324
681,2.54,38.6277199,-122.876252
682,2.44,33.749643,-116.971375
683,2.61,33.7472137,-116.9818722
684,2.45,33.7476891,-116.9381041
685,2.53,33.7396993,-117.030299
686,2.4,38.2551,-120.351358
687,3.03,33.7477404,-116.9894859
688,2.51,33.7470975,-116.9895003
689,2.73,33.747159,-116.980705
690,2.52,33.7477332,-116.9241021
691,2.24,33.7477928,-116.9777941
692,2.54,33.7472667,-116.96703
693,2.89,33.7483684,-116.8844713
694,2.71,33.7481322,-116.8850985
695,2.42,33.7478874,-117.0071079
696,1.94,38.0214605,-122.2621976
697,2.64,36.85707,-121.58379
698,2.56,38.0126952,-122.2735651
699,2.53,33.8620749,-118.3925329
700,2.44,34.4275538,-117.3321358
701,2.45,34.4272071,-117.3770243
702,2.59,34.4261779,-117.3760392
703,2.8,34.4701604,-117.2925866
704,2.65,34.1213123,-117.2085993
705,2.33,34.1219448,-117.2266702
706,2.67,36.853981,-121.4022711
707,2.61,36.8396452,-121.3941141
708,2.53,35.1209265,-120.5851024
709,2.29,36.8568564,-121.4015792
710,2.46,36.8530777,-121.3992136
711,2.55,36.856436,-121.40162
712,2.56,32.811354,-115.38355
713,2.73,32.8113079,-115.371882
714,2.25,33.743231,-117.104299
715,2.26,41.1237928,-123.6836428
716,2.54,38.9679692,-123.1177234
717,2.67,41.9008488,-122.5630889
718,2.59,33.6897065,-117.9935855
719,2.52,35.1179158,-120.5744839
720,2.46,33.671787,-117.9878905
721,2.85,33.672535,-117.9708975
722,2.52,33.6719487,-117.9543734
723,2.14,33.6718853,-117.9708374
724,2.55,33.7159624,-118.0068716
725,2.68,33.6592888,-118.00435
726,2.42,33.7121525,-118.0629831
727,2.53,33.6502034,-117.9530631
728,2.34,33.7296101,-118.0236594
729,2.94,33.7297108,-118.0151945
730,2.87,33.873385,-118.0728992
731,2.46,33.736996,-118.01591
732,2.49,33.6725977,-117.9716474
733,2.2,33.7207869,-118.0742981
734,2.35,33.671885,-117.97163
735,2.64,33.9752499,-118.2302687
736,1.92,33.977623,-118.2305282
737,2.9,33.9721318,-118.2088448
738,2.39,33.9805577,-118.2127861
739,2.82,33.9628538,-118.2298514
740,2.86,33.9888872,-118.229844
741,2.53,33.8778341,-118.0826816
742,2.67,33.988886,-118.230688
743,2.34,36.2054798,-120.1030975
744,2.21,33.7515728,-116.7181489
745,2.08,33.7445704,-116.7150718
746,2.4,32.8259536,-115.5685965
747,2.83,32.8284397,-115.5791048
748,2.64,32.5841854,-117.1185517
749,2.28,32.5832754,-117.1139871
750,2.62,36.800133,-118.1976869
751,2.3,33.7277114,-116.2307165
752,2.94,33.8750519,-118.081917
753,2.72,33.7365134,-116.2341543
754,2.31,33.706799,-116.2521511
755,2.44,33.9454586,-118.3259041
